Kod,ÚTVAR,ADRESA,TELEFON,FAX,EMAIL
140910,OOP Hanušovice,"Hlavní 93, 788 03 Hanušovice",974779701,974779701,su.oo.hanusovice.stsl@pcr.cz
140913,OOP Mohelnice,"Generála Svobody 22, 789 85 Mohelnice",974779721,974779728, su.oo.mohelnice.podatelna@pcr.cz         
140914,OOP Šumperk,"Havlíčkova 10, 787 01 Šumperk",974779651,974779658,su.oo.sumperk.podatelna@pcr.cz
140916,OOP Velké Losiny,"Rudé Armády 361, 788 15 Velké Losiny",974779731,974779738,su.oo.vlosiny.stsl@pcr.cz
140917,OOP Zábřeh,"Postřelmovská 7, 789 01, Zábřeh",974779741,974779748,su.oo.zabreh.podatelna@pcr.cz
1411,Územní odbor Jeseník,"Moravská 780/4, 790 14 Jeseník",974773550,974773900,pcrje@mvcr.cz
141110,OOP Jeseník ,"Moravská 780/4, 790 01 Jeseník ",974773651,974773658,je.oo.jesenik.stsl@pcr.cz
141111,OOP Javorník ,"Hlavní 149, 790 65 Žulová",974773701,974773708,je.oo.javornik.stsl@pcr.cz 
141112,OOP Zlaté Hory,"Bezručova 614, 793 76 Zlaté Hory",974773711,974773718,je.oo.zlatehory.stsl@pcr.cz        
1412,Územní odbor Prostějov,"Újezd 12, 796 01 Prostějov",974781230,974781900,orpvkr@mvcr.cz
141211,OOP Konice,"Masarykovo nám. 36, 798 52 Konice",974781711,582396139,pvoopkonic@mvcr.cz 
141213,OOP Němčice na Hané,"Tyršova 546, 798 27 Němčice nad Hanou",974781721,582386033,pvoopnnh@mvcr.cz 
141214,OOP Plumlov,"Tyršovo nám. 160, 798 03  Plumlov",974781731,582393507,pvoopplum@mvcr.cz
141215,OOP Prostějov,"Újezd 12, 796 77 Prostějov  ",974781651,974781658,pvoop1@mvcr.cz 
141216,OOP Prostějov 2,"Karolíny Světlé 8, 798 77 Prostějov-Vrahovice",974781701,582336960,pvoop2@mvcr.cz
1500,Krajské ředitelství policie Zlínského kraje,"J. A. Bati 5637, 760 01 Zlín",974661111,974661900,krpz.reditel@mvcr.cz
1505,Územní odbor Zlín,"Nám. T. G. Masaryka 3218, 760 01 Zlín",974666111,974666900,pcrzlin@mvcr.cz
150511,OOP Fryšták,"Souhrady 386, 763 13 Fryšták",974666781,974666788,zl.oop.frystak.podatelna@pcr.cz
150512,OOP Zlín,"třída T. Bati 44, 760 01 Zlín",974666659,974666658, zl.oop.zlin.podatelna@pcr.cz
150513,OOP Luhačovice,"Uherskobrodská 877, 763 26 Luhačovice",974666751,974666758,zl.oop.luhacovice.podatelna@pcr.cz
150514,OOP Napajedla,"Masarykovo nám. 87, 763 61 Napajedla",974666731,974666731,zl.oop.napajedla.podatelna@pcr.cz
150515,OOP Otrokovice,"nám. 3. května 1342, 765 02 Otrokovice",974666725,974666728,zl.oop.otrokovice.podatelna@pcr.cz
150516,OOP Slavičín,"Osvobození 309, 763 01 Slavičín",974666761,974666768, zl.oop.slavicin.podatelna@pcr.cz
150517,OOP Valašské Klobouky,"Cyrilometodějská 295, 766 01 Valašské Klobouky",974666778,974666778, zl.oop.valklobouky.podatelna@pcr.cz
150518,OOP Vizovice,"Slušovická 425, 763 12 Vizovice",974666741,974666741,zl.oop.vizovice.podatelna@pcr.cz
1508,Územní odbor Kroměříž,"Březinova 2819, 767 28 Kroměříž",974675111,974675900,pcrkmkr@mvcr.cz
150810,OOP Bystřice pod Hostýnem,"Holešovská 757, 768 61 Bytřice pod Hostýnem",974675701,974675701,km.oop.bystriceh.podatelna@pcr.cz 
150811,OOP Holešov,"Palackého 501, 769 01 Holešov",974675721,974675721,km.oop.holesov.podatelna@pcr.cz
150812,OOP Hulín,"Družba čp. 1198, 768 24 Hulín",974675741,974675741,km.oop.hulin.podatelna@pcr.cz
150813,OOP Kroměříž,"Březinova 2819/2, 767 01 Kroměříž",974675651,974675658,km.oop.kromeriz.podatelna@pcr.cz
150815,OOP Morkovice ,"Náměstí 26, 768 33 Morkovice ",974675761,974675768, km.oop.morkovice.podatelna@pcr.cz
1511,Územní odbor Uherské Hradiště,"Velehradská třída 1217, 686 43 Uherské Hradiště",974678111,974678900,uovs.uh@mvcr.cz
151111,OOP Bojkovice (+PS Strání),"Sušilova 148, 687 71 Bojkovice",974678791,974678798,uh.oop.bojkovice.podatelna@pcr.cz
151112,OOP Buchlovice,"Masarykova 271, 687 08 Buchlovice",974678761,974678768,uh.oop.buchlovice.podatelna@pcr.cz
151116,OOP Uherské Hradiště,"Velehradská třída 1217, 686 43 Uherské Hradiště",974678651,974678658,uh.oop.uhhrad.podatelna@pcr.cz
151117,OOP Uherský Brod,"Obchodní 2379, 688 01 Uherský Brod",974678701,nemají,uh.oop.uhbrod.podatelna@pcr.cz
151118,OOP Uherský Ostroh,"Náměstí sv. Ondřeje 14, 687 24 Uherský Ostroh",974678781,974678788,uh.oop.uhostroh.podatelna@pcr.cz
1515,Územní odbor Vsetín,"Hlásenka 1516, 755 23 Vsetín",974680111,974680900,krorvs@mvcr.cz
151511,OOP Horní Lideč,"Horní Lideč 18, 756 12 Horní Lideč",974680721,974680728, vs.oop.hornilidec.podatelna@pcr.cz
151512,OOP Jablůnka,"Jablůnka 99, 756 23 Jablůnka",974680731,974680738,vs.oop.jablunka.podatelna@pcr.cz
151513,OOP Karolinka,"Radniční nám. 42, 756 05 Karolinka",974680741,974680748,vs.oop.karolinka.podatelna@pcr.cz
151515,OOP Rožnov pod Radhoštěm (+PS Horní Bečva),"5. května 599, 756 61 Rožnov pod Radhoštěm",974680751,974680758,vs.oop.roznov.podatelna@pcr.cz
151516,OOP Valašské Meziříčí (+PS Kelč),"Vsetínská 378, 757 01 Valašské Meziříčí",974680761,974680768,vs.oop.valmezirici.podatelna@pcr.cz
151517,OOP Vsetín,"Hlásenka 1516, 755 23 Vsetín",974680651,974680108,vs.oop.vsetin.podatelna@pcr.cz
1600,Krajské ředitelství policie kraje Vysočina,"Vrchlického 46, 587 24 Jihlava",974266111,974261700,podatelna@policievysocina.cz
1607,Územní odbor Jihlava,"Vrchlického 46, 587 24 Jihlava",974266229,974266700,uo.vs@policievysocina.cz
160711,OOP Jihlava,"Vrchlického 46, 587 24 Jihlava",974266659,974266706,jioop@mvcr.cz
160713,OOP Polná,"Husovo náměstí 15, 588 13 Polná",974266701,nemají,jiooppolna@mvcr.cz
160715,OOP Telč,"Luční 625, 588 56 Telč",974266721,nemají,jiooptelc@mvcr.cz 
160716,OOP Třešť ,"Nádražní 488, 589 01 Třešť ",974266741,nemají,jiooptrest@mvcr.cz
1610,Územní odbor Třebíč,"Bráfova 11, 674 01 Třebíč",974277111,974277900,redtr@mvcr.cz
161011,OOP Hrotovice (+ PS Jaroměřice n. Rokytnou),"náměstí 8. května 608, 675 55 Hrotovice",974277701,974277708,troophrot@mvcr.cz
161013,OOP Jemnice,"Lípová 924, 675 31 Jemnice",974277731,974277738,troopjemni@mvcr.cz 
161014,OOP Moravské Budějovice,"Pražská 1095, 676 02 Moravské Budějovice",974277741,974277748,troopmbud@mvcr.cz
161015,OOP Náměšť nad Oslavou,"Třebíčská 924, 675 71 Náměšť nad Oslavou",974277761,974277768,troopnno@mvcr.cz 
161017,OOP Třebíč (+ PS Okříšky),"Bráfova 3, 674 01 Třebíč",974277651,974277658,troop@mvcr.cz
1614,Územní odbor Žďár nad Sázavou,"Brněnská 23, 591 20 Žďár nad Sázavou",974282111,974282507,personzr@mvcr.cz
161410,OOP Bystřice nad Pernštejnem,"Nádražní 159, 593 01 Bystřice nad Pernštejnem",974282701,974282708,zroopbnp@mvcr.cz
161415,OOP Nové Město na Moravě,"Žďárská 43, 592 31 Nové Město na Moravě",974282741,974282748,zroopnmnm@mvcr.cz
161419,OOP Velké Meziříčí,"Zámecká 946, 594 01 Velké Meziříčí",974282721,974282728,zroopvmez@mvcr.cz
161420,OOP Žďár nad Sázavou,"Brněnská 23, 591 20 Žďár nad Sázavou",974282651,974282658,zroop@mvcr.cz
1616,Územní odbor Havlíčkův Brod,"Husova 2894, 580 02 Havlíčkův Brod",974271229,974271908,hbkr@mvcr.cz
161612,OOP Havlíčkův Brod (+PS Přibyslav),"Husova 2894, 580 01 Havlíčkův Brod",974271651,974271658,hboop@mvcr.cz
161613,OOP Chotěboř (+PS Golčův Jeníkov),"Hromádky z Jistebnice 1740, 583 01 Chotěboř",974271711,974271718,hboopchot@mvcr.cz
161616,OOP Světlá nad Sázavou (+PS Ledeč n. S.),"Nám. Trčků z Lípy 1045, 582 91 Světlá nad Sázavou",974271741,974271748,hboopsvet@mvcr.cz
1617,Územní odbor Pelhřimov,"Pražská 1738, 393 31 Pelhřimov",974274229,974274900,peorkr@mvcr.cz
161712,OOP Humpolec,"Žižkova 922, 396 01 Humpolec",974274721,974274728,peoophumpo@mvcr.cz
161713,OOP Kamenice nad Lipou (+PS Počátky),"Komenského 627, 394 70 Kamenice nad Lipou",974274731,974274738,peoopkamen@mvcr.cz
161716,OOP Pacov,"Václava Plačka 828, 395 01 Pacov",974274741,974274748,peooppacov@mvcr.cz
161717,OOP Pelhřimov,"Karlovo nám. 201, 393 01 Pelhřimov",974274651,974274658,peoop@mvcr.cz
1700,Krajské ředitelství policie Pardubického kraje ,"Na Spravedlnosti 2516, 530 48 Pardubice",974566111,974561228,krp.pu@mvcr.cz
1703,Územní odbor Chrudim ,"Všehrdovo náměstí 46, 537 20 Chrudim",974572111,974572108,uovscr@mvcr.cz
170310,OOP Heřmanův Městec,"Čáslavská 276, 538 03 Heřmanův Městec",974572711,974572718,croophem@mvcr.cz  
170311,OOP Hlinsko,"Ležáků 1351, 539 01 Hlinsko",974572701,469311334,croophlin@mvcr.cz
170312,OOP Chrast,"Šmídova 414, 538 51 Chrast",974572721,974572728,croopchra@mvcr.cz
170313,OOP Chrudim,"Hradební 47, 537 20 Chrudim",974572653,974572658,croop@mvcr.cz  
170317,OOP Skuteč ,"Sadová 387, 539 73 Skuteč ",974572731,469350355,croopskut@mvcr.cz 
170318,OOP Třemošnice ,"Tovární 320, 538 43 Třemošnice ",469661796,469661796,crooptrem@mvcr.cz 
1706,Územní odbor Pardubice ,"Na Spravedlnosti 2516, 530 47 Pardubice",974566111,974566219,pauovssekr@mvcr.cz
170610,OOP Lázně Bohdaneč ,"Na Lužci 718, 533 41 Lázně Bohdaneč ",974566771,974566778,paooplabo@mvcr.cz
170612,OOP Holice,"Hradecká 1036, 534 01 Holice v Čechách",974566751,974566758,paoophol@mvcr.cz  
170613,OOP Pardubice 1,"Na Spravedlnosti 2516, 530 47 Pardubice",974566651,974566663,paoop1@mvcr.cz  
170614,OOP Pardubice 2,"Prodloužená 285, 530 09 Pardubice",974566701,974566708,paoop2@mvcr.cz
170615,OOP Chvaletice,"Obránců Míru 147, 533 12 Chvaletice",974566761,974566768,paoopchval@mvcr.cz
170616,OOP Přelouč,"Pražská 20, 535 01 Přelouč",974566781,974566788,paoopprel@mvcr.cz
170619,OOP Pardubice 3,"Jana Zajíce 946, 530 12 Pardubice ",974566721,974566728,paoop3@mvcr.cz
170621,OOP Pardubice 4,"Rožkova 2757, 530 02 Pardubice",974566731,974566738,paoop4@mvcr.cz
1709,Územní odbor Svitavy,"Purkyňova 2, 568 02 Svitavy",974578111,974578900,pcrkrsy@mvcr.cz
170914,OOP Litomyšl,"Vodní Valy 1142, 570 01 Litomyšl ",974578711,974578718,syooplit@mvcr.cz
170916,OOP Moravská Třebová,"Komenského 52, 571 01 Moravská Třebová",974578721,974578728,syoopmotr@mvcr.cz  
170917,OOP Polička,"Wolkerova 620, 572 01 Polička",974578731,974578738,syooppol@mvcr.cz
170918,OOP Svitavy,"Vrchlického 2245/44, 568 02 Svitavy ",974578651,974578940,syoop@mvcr.cz  
1711,Územní odbor Ústí nad Orlicí ,"Dělnická 1188, 562 27 Ústí nad Orlicí",974580111,974580108,uovs@mvcr.cz
171110,OOP Česká Třebová ,"Nádražní 439, 560 02 Česká Třebová ",974580701,465533013,uooopcetr@mvcr.cz  
171111,OOP Choceň,"Dolní 261, 565 01 Choceň",465471531,465471949,uooopchoc@mvcr.cz
171113,OOP Králíky,"5. Května, 561 69 Králíky",974580721,465631426,uooopkral@mvcr.cz
171114,OOP Lanškroun,"Dukelských hrdinů 423, 563 01 Lanškroun",465321092,465323245,uoooplan@mvcr.cz
171115,OOP Ústí nad Orlicí ,"Letohradská 759, 562 01 Ústí nad Orlicí ",974580660,974580662,uoop@mvcr.cz
171116,OOP Vysoké Mýto ,"Generála Závady 176/IV, 566 01 Vysoké Mýto ",465420847,465420295,uooopvymy@mvcr.cz
171117,OOP Žamberk,"Husovo nábřeží 314, 564 01 Žamberk",974580751,974580758,uooopzam@mvcr.cz
171118,OOP Letohrad,"Požárníků 330, 561 51 Letohrad",465620432,465621663,uoooplet@mvcr.cz
1800,Krajské ředitelství policie Libereckého kraje,"Nám. Dr. E. Beneše 584/24, 460 32 Liberec",974461111,974461028,podatelna.krplb@mvcr.cz
1801,Územní odbor Česká Lípa,"Pod Holým vrchem 1734, 470 01 Česká Lípa",974471229,974471976,krcl@mvcr.cz
180110,OOP Cvikov,"Čsl. armády 136, 471 54 Cvikov",487751333,487752033,cl.oo.cvikov@pcr.cz
180111,OOP Česká Lípa,"Paní Zdislavy 299,470 01 Česká Lípa",974471760,974471972,cl.oo.ceskalipa@pcr.cz
180112,OOP Doksy,"Máchova 144, 472 01 Doksy",974471715,974471717,cl.oo.doksy@pcr.cz
180115,OOP Mimoň,"Mírová 129, 471 24 Mimoň",974471720,487862200,cl.oo.mimon@pcr.cz
180116,OOP Nový Bor,"T.G.Masaryka 7, 473 01 Nový Bor",974471710,487727385,cl.oo.novybor@pcr.cz
180117,OOP Stráž pod Ralskem,"nám. 5. května 250, 471 27 Stráž pod Ralskem",974471725,974471727,cl.oo.straz@pcr.cz
180120,OOP Žandov,"Náměstí 133, 471 07 Žandov",974471620,974471621,cl.oo.zandov@pcr.cz
180121,OOP Jablonné v Podještědí,"Alšova 333, 471 25 Jablonné v Podještědí",487762333,487762416,cl.oo.jablonne@pcr.cz
1804,Územní odbor Jablonec nad Nisou,"28. října 10, 466 73 Jablonec nad Nisou",974474229,974474900,krjn@mvcr.cz 
180410,OOP Jablonec nad Nisou,"5.května 60, 466 73 Jablonec nad Nisou",974474651,974474903,jn.oo.jablonec@pcr.cz
180411,OOP Jablonec nad Nisou - Mšeno,"Mládí 2, 466 04 Jablonec n.N.-Mšeno",974474741,974474740, jn.oo.mseno@pcr.cz
180412,OOP Rychnov u Jablonce nad Nisou,"Sokolská 549, 468 02 Rychnov u Jablonce n.N.",974474721,483388952,jn.oo.rychnov@pcr.cz 
180413,OOP Smržovka,"LIdické náměstí 730, 468 51 Smržovka",974480600,483382226,jn.oo.smrzovka@pcr.cz
180414,OOP Tavald,"Poštovní 242, 468 41 Tanvald",974480200,974480208, jn.oo.tanvald@pcr.cz
180416,OOP Železný Brod,"Vaněčkova 729, 468 22 Železný Brod",974480300,974480308,jn.oo.zeleznybrod@pcr.cz
1805,Územní odbor Liberec,"Pastýřská 3, 460 74 Liberec",974466229,974466902,redlbc@mvcr.cz
180510,OOP Český Dub,"17. listopadu 51, 463 43 Český Dub",974466771,485147233,lb.oo.ceskydub@pcr.cz
180511,OOP Frýdlant,"Úzká 1259, 464 01 Frýdlant",974473300,974473308,lb.oo.frydlant@pcr.cz
180512,OOP Hejnice,"Lázeňská 381, 463 62 Hejnice",974473501,482322158,lb.oo.hejnice@pcr.cz
180513,OOP Chrastava,"Pobřežní 430, 463 31 Chrastava",974466736,974466736,lb.oo.chrastava@pcr.cz
180515,OOP Liberec - centrum,"Krajinská 487/13, 460 01 Liberec 1",974467100,974467108,lb.oo.centrum@pcr.cz
180516,OOP Liberec-Vápenka,"ul. 28. října 253/1, 460 07 Liberec 7",974467200,485152523,lb.oo.vapenka@pcr.cz
180518,OOP Liberec - Vesec,"Šumná 357, 463 12 Liberec 25",974466756,974466758,lb.oo.vesec@pcr.cz
180520,OOP Hrádek nad Nisou,"Husova 196, 463 34 Hrádek n/N",974466731,974466733,lb.oo.hradek@pcr.cz
180521,OOP Nové Město pod Smrkem,"Jindřichovická 145, 463 65 Nové Město p. S.",974473401,482325333,lb.oo.novemesto@pcr.cz
180522,OOP Liberec - Vratislavice,"Tanvaldská 50, 463 11 Liberec 30",974466761,974466768,lb.oo.vratislavice@pcr.cz
180526,OOP Hodkovice nad Mohelkou,"nám. T.G.Masaryka 1, 463 42 Hodkovice n. M.",974466726,485145170,lb.oo.hodkovice@pcr.cz
1811,Územní odbor Semily,"Vysocká 225, 513 15 Semily",974475111,974475228,pcrorsm@mvcr.cz  
181110,OOP Jilemnice,"Geologa Pošepného 380, 514 01 Jilemnice",974475711,481544855,sm.oo.jilemnice@pcr.cz
181111,OOP Lomnice nad Popelkou,"Husovo náměstí 36, 512 51 Lomnice nad Popelkou",974475701,974475708,sm.oo.lomnice@pcr.cz
181112,OOP Rokytnice nad Jizerou,"Dolní Rokytnice 359, 512 44 Rokytnice nad Jizerou",974475731,974475731, sm.oo.rokytnice@pcr.cz
181114,OOP Semily,"Vysocká 225, 513 01 Semily",974475651,974475658,sm.oo.semily@pcr.cz
181116,OOP Turnov,"Žižkova ul., 511 01 Turnov",974475721,974475728, sm.oo.turnov@pcr.cz
181118,OOP Harrachov,"Harrachov 102, 512 46 Harrachov",974475741,974475741,sm.oo.harrachov@pcr.cz 
1900,Krajské ředitelství policie Karlovarského kraje,"Závodní 386/100, 360 06 Karlovy Vary",974361111,353540656,pcrkrkv@mvcr.cz
1902,Územní odbor Cheb,"Valdštejnova 4, 350 15 Cheb",974361111,974372236,uocheb@mvcr.cz
190210,OOP Aš,"Gustava Geipela 2, 352 01 Aš",974372720,354526158,ch.oop.as@pcr.cz
190211,OOP Františkovy Lázně,"Americká 16, 351 01 Františkovy Lázně",974372730,354542436,ch.oop.flazne@pcr.cz
190213,OOP Cheb-město,"Hvězdoslavovo nám. 4, 350 15 Cheb",974372700,974372708,  ch.oop.cheb-mesto@pcr.cz
190215,OOP Mariánské Lázně,"Hlavní třída 64, 353 01 Mariánské Lázně",974372750,354622097,ch.oop.mlazne@pcr.cz
190217,OOP Plesná,"5. května 219, 351 35 Plesná",974372740,354596758,ch.oop.plesna@pcr.cz
190220,OOP Cheb-venkov,"Žižkova 17, 350 15 Cheb ",974372710,354423351,ch.oop.cheb-venkov@pcr.cz
1903,Územní odbor Karlovy Vary,"Závodní 386/100, 360 06 Karlovy Vary",974361111,974366218,orkv@mvcr.cz
190310,OOP Bečov,"Nová 339, 364 64 Bečov nad Teplou",974366701,974366708,kv.oop.becov@pcr.cz
190311,OOP Bochov,"Pražská 250, 364 71 Bochov",974366711,974366718,kv.oop.bochov@pcr.cz
190312,OOP Jáchymov,"Dukelských hrdinů 441, 362 51 Jáchymov",974366721,974366728,kv.oop.jachymov@pcr.cz 
190313,OOP Karlovy Vary - město," Vítězná 927/6, 361 15 Karlovy Vary",974366535,974366538,kv.oop.kv-mesto@pcr.cz
190314,OOP Karlovy Vary - Rybáře,"Rolavská 386, 360 17 Karlovy Vary-Stará Role",974366611,353565563,kv.oop.kv-rybare@pcr.cz
190316,OOP Nejdek,"Bratří Čapků 640, 362 21 Nejdek",974366741,353826748,kv.oop.nejdek@pcr.cz 
190317,OOP Nová Role,"U plynárny 309, 362 25 Nová Role",974366751,974366758,kv.oop.nrole@pcr.cz 
190318,OOP Ostrov,"Hlavní třída, 363 30 Ostrov",974366911,353844277,kv.oop.ostrov@pcr.cz
190319,OOP Pernink,"Karlovarská 172, 362 36 Pernink",974366761,974366768,kv.oop.pernink@pcr.cz
190320,OOP Teplá,"Masarykovo nám. 15, 364 61 Teplá",974366771,974366778,kv.oop.tepla@pcr.cz
190321,OOP Toužim,"Plzeňská 387, 364 11 Toužim",974366781,353311013,kv.oop.touzim@pcr.cz
190322,OOP Žlutice,"Velké nám. 142, 364 52 Žlutice",974366791,974366798,kv.oop.zlutice@pcr.cz
1909,Územní odbor Sokolov,"Dobrovského 1935, 356 01 Sokolov",974376221,974361111,soskpv1@mvcr.cz
190911,OOP Habartov,"Přátelství 112, 357 09 Habartov ",974376710,352682050,so.oop.habartov@pcr.cz
190912,OOP Horní Slavkov,"Pluhova 213, 357 31 Horní Slavkov ",974376720,352688334,so.oop.hslavkov@pcr.cz 
190913,OOP Chodov,"Staroměstská 18, 357 35 Chodov",974376730,352665334,so.oop.chodov@pcr.cz 
190914,OOP Kraslice,"nám. TGM 76, 358 01 Kraslice ",974376740,352686334,so.oop.kraslice@pcr.cz 
190915,OOP Kynšperk nad Ohří,"Školní 775, 357 51 Kynšperk nad Ohří ",974376750,352693598,so.oop.kynsperk@pcr.cz 
190916,OOP Loket nad Ohří,"Zahradní 223/50, 357 33 Loket nad Ohří ",974376760,352684458,so.oop.loket@pcr.cz
190917,OOP Rotava,"Sídliště 602, 357 01 Rotava ",974376770,352678333,so.oop.rotava@pcr.cz 
190918,OOP Sokolov-město,"Hornická 2047, 356 15 Sokolov",974376600,974 376 602      ,so.oop.sokolov-město@pcr.cz
190919,OOP Sokolov-venkov,"Dobrovského 1936, 356 15 Dolní Rychnov",974376521,974376538,so.oop.sokolov-venkov@pcr.cz
